comp_name,ticker,year,segment,industry,hq_country,ceo_sust_statem,sales,env_policy,ep_targets,env_impact_red,energy_consump,incr_renew_en,disclosure_raw,resource_target,water_withdraw,water_disclose,ghg_emis,transport_emis,years_es_report,audit_es_report,su_guidelines,su_aud_disclose,su_eva_disclose,su_env_assess,earn_per_share
Volvo AB,VOLV,2020.0,Large,Industrial Goods and Services,Sweden,1,32226.81394,1,1,1,6530400,1,0,1,5218,0,,,14,1,1,1,1,1,0.904589602
Volvo AB,VOLV,2014.0,Large,Industrial Goods and Services,Sweden,1,28636.8,1,1,1,7804800,1,0,1,5815,1,449,,13,0,1,0,1,1,0.18
Volvo AB,VOLV,2015.0,Large,Industrial Goods and Services,Sweden,1,34192,1,1,1,7477200,1,0,1,5063,0,412,,43,1,1,1,0,1,7.41
Volvo AB,VOLV,2016.0,Large,Industrial Goods and Services,Sweden,1,31548,1,1,1,7473600,1,0,1,4430,0,407,,10,0,1,1,1,1,0.7
Volvo AB,VOLV,2017.0,Large,Industrial Goods and Services,Sweden,1,33983.6,1,1,1,7444800,0,1,1,4817,0,399,,13,0,1,0,1,1,1
Volvo AB,VOLV,2018.0,Large,Industrial Goods and Services,Sweden,1,35859.71564,1,1,1,7905600,1,0,1,4870,0,421,,4,0,1,0,1,0,0.978199052
Volvo AB,VOLV,2019.0,Large,Industrial Goods and Services,Sweden,1,41133.1175,1,1,1,7624800,1,0,1,5706,0,324,,19,1,1,1,1,1,1.679680061
Volvo AB,VOLV,2021.0,Large,Industrial Goods and Services,Sweden,1,35442.39193,1,1,1,8722800,1,0,0,4628,0,449,286000,22,1,1,1,1,1,1.534945725
NCC AB,NCC,2014.0,Large,Industrial Goods and Services,Sweden,0,6073.8,1,1,1,4832946,1,0,1,,0,249,,10,0,1,1,1,1,1.93
NCC AB,NCC,2015.0,Large,Industrial Goods and Services,Sweden,1,6837.5,1,1,1,5119426.8,1,0,1,,0,251,,6,0,1,0,1,1,2.14
NCC AB,NCC,2016.0,Large,Industrial Goods and Services,Sweden,1,5531.2,1,1,1,4517020.8,1,0,1,,0,266,,21,0,0,0,0,1,1.1
NCC AB,NCC,2017.0,Large,Industrial Goods and Services,Sweden,1,5544,1,1,1,4568371.2,1,0,1,,0,260,,11,1,1,1,1,1,0.9
NCC AB,NCC,2018.0,Large,Industrial Goods and Services,Sweden,1,5435.63981,1,1,1,4326591.6,1,1,1,,0,227,0,7,1,1,0,0,0,-0.663507109
NCC AB,NCC,2019.0,Large,Industrial Goods and Services,Sweden,1,5545.03904,1,1,1,,1,0,1,,0,216,,,1,1,0,0,1,0.770329461
NCC AB,NCC,2020.0,Large,Industrial Goods and Services,Sweden,1,5134.450581,1,1,1,4003246.8,1,0,1,,0,185,,0,0,1,0,0,0,1.112169111
NCC AB,NCC,2021.0,Large,Industrial Goods and Services,Sweden,1,5086.078842,1,1,1,4116553.2,1,0,1,,0,185,,26,1,1,0,0,1,1.334983813
NCC AB,NCC,2022.0,Large,Industrial Goods and Services,Sweden,,5098.792755,1,1,1,3296808,0,0,1,,0,135,8109,5,0,1,0,1,1,0.968053756
Elanders AB,ELAN,2016.0,Mid,Industrial Goods and Services,Sweden,1,656.8,1,1,1,,0,0,0,,0,,,13,0,0,,0,0,0.8
Elanders AB,ELAN,2017.0,Mid,Industrial Goods and Services,Sweden,1,948.4,1,0,1,,0,0,0,,0,,,10,0,0,0,0,0,0.5
Elanders AB,ELAN,2018.0,Mid,Industrial Goods and Services,Sweden,1,1018.170616,1,0,1,,1,0,0,,0,,20.548,11,0,1,0,0,0,0.68056872
Elanders AB,ELAN,2019.0,Mid,Industrial Goods and Services,Sweden,1,1071.61493,1,1,1,,0,0,1,,0,,,10,1,1,0,0,0,0.398971624
Elanders AB,ELAN,2020.0,Mid,Industrial Goods and Services,Sweden,1,1052.190059,1,1,1,,1,0,0,,0,,,11,0,1,0,0,1,0.77318606
Elanders AB,ELAN,2021.0,Mid,Industrial Goods and Services,Sweden,1,1117.22529,1,0,1,,1,0,0,,0,,,12,0,1,0,0,0,0.868406018
Elanders AB,ELAN,2022.0,Mid,Industrial Goods and Services,Sweden,,1425.823653,1,1,1,331048.8,1,0,0,,0,38,0,13,0,1,0,0,0,1.265473243
Skandinaviska Enskilda Banken AB,SEB,2021.0,Large,Finance,Sweden,1,5200.342792,1,1,1,259498.8,0,0,0,89.307,0,2.853,6.536,15,1,1,0,1,1,1.111216911
Skandinaviska Enskilda Banken AB,SEB,2022.0,Large,Finance,Sweden,,6076.348302,1,1,1,242327.52,1,1,1,93.553,1,1.56,9.539,15,1,1,0,0,1,1.178786546
RaySearch Laboratories AB,RAY,2015.0,Mid,Health Care,Sweden,0,43.5,1,0,1,,0,0,0,,0,,,,0,0,0,0,0,0.22
RaySearch Laboratories AB,RAY,2016.0,Mid,Health Care,Sweden,0,55.5,1,0,0,,0,0,0,,0,,,8,0,0,0,0,0,0.5
RaySearch Laboratories AB,RAY,2017.0,Mid,Health Care,Sweden,0,59.4,1,0,1,,0,0,0,,0,,,1,1,0,0,0,0,0.3
RaySearch Laboratories AB,RAY,2018.0,Mid,Health Care,Sweden,0,59.45194313,1,0,0,,0,0,0,,0,,,3,1,0,0,0,0,0.217061611
RaySearch Laboratories AB,RAY,2019.0,Mid,Health Care,Sweden,,70.84362671,1,0,1,,0,0,0,,0,,,12,1,1,0,0,0,0.140429313
RaySearch Laboratories AB,RAY,2020.0,Mid,Health Care,Sweden,0,62.0453247,0,1,1,,0,0,1,,0,,,3,0,1,1,0,0,-0.024757189
RaySearch Laboratories AB,RAY,2021.0,Mid,Health Care,Sweden,0,61.10007618,0,1,0,,0,0,0,,0,,,4,0,1,0,1,0,-0.131403542
RaySearch Laboratories AB,RAY,2022.0,Mid,Health Care,Sweden,,79.36347408,1,1,0,,,0,0,,0,,,6,1,1,0,0,1,0.064913226
Skandinaviska Enskilda Banken AB,SEB,2014.0,Large,Finance,Sweden,1,5004.3,1,1,1,367913,0,,1,172,0,24.6,12.9,7,1,1,0.6,1,1,0.96
Skandinaviska Enskilda Banken AB,SEB,2015.0,Large,Finance,Sweden,1,4987.9,1,1,1,,1,0,1,,0,19.1,,9,1,1,0,1,1,0.82
Skandinaviska Enskilda Banken AB,SEB,2016.0,Large,Finance,Sweden,1,4567.69,1,1,1,,0,0,0,194.051,0,20.4,,10,1,1,0,0,0,0.5
Skandinaviska Enskilda Banken AB,SEB,2017.0,Large,Finance,Sweden,1,4644,1,1,1,,0,1,0,198.307,0,,,8,0,1,0,0,1,0.8
Skandinaviska Enskilda Banken AB,SEB,2018.0,Large,Finance,Sweden,1,4492.701422,1,1,1,290210.4,0,0,0,127.795,0,9.052,14.554,16,0,1,0.000193636,1,1,1.007582938
Skandinaviska Enskilda Banken AB,SEB,2019.0,Large,Finance,Sweden,1,4773.75738,1,1,1,242359.2,0,1,1,166.249,0,2.195,20.33,13,1,1,0,0,1,0.888402209
Skandinaviska Enskilda Banken AB,SEB,2020.0,Large,Finance,Sweden,1,4734.050657,1,1,1,232938,1,1,0,127.25565,0,1.62,8.114,15,1,1,0,1,1,7.23
Securitas AB,SECU,2014.0,Large,Industrial Goods and Services,Sweden,0,6901.3,1,1,1,,,,,,,110,,,0,1,0,1,1,0.53
Securitas AB,SECU,2015.0,Large,Industrial Goods and Services,Sweden,1,8846.8,1,1,1,,0,0,0,,0,113.6,,8,0,1,0,0,1,0.73
Securitas AB,SECU,2016.0,Large,Industrial Goods and Services,Sweden,1,9212.4,1,0,1,,0,0,1,,0,118.9,54.4,19,0,1,0,0,1,0.8
Securitas AB,SECU,2017.0,Large,Industrial Goods and Services,Sweden,1,9360.1,1,0,1,1476929,0,0,0,,0,123,54.2,4,0,1,0,1,1,0.8
Securitas AB,SECU,2018.0,Large,Industrial Goods and Services,Sweden,0,9617.725118,1,1,1,,0,0,1,,0,140.211,51.844,5,0,1,0,0,0,0.782938389
Securitas AB,SECU,2019.0,Large,Industrial Goods and Services,Sweden,1,10559.79813,1,1,0,,0,0,0,,0,163.941,53.356,,1,1,0,0,1,0.876023615
Securitas AB,SECU,2020.0,Large,Industrial Goods and Services,Sweden,1,10283.08894,1,1,1,,0,0,0,,0,150.9,57.274,4,1,1,0,1,0,0.631308322
Securitas AB,SECU,2021.0,Large,Industrial Goods and Services,Sweden,1,10255.18949,1,0,1,,0,0,0,,0,138.765,63.133,9,0,1,0,0,0,0.81793944
Securitas AB,SECU,2022.0,Large,Industrial Goods and Services,Sweden,,12534.55571,1,1,1,,,0,1,,0,153.633,84.317,5,1,1,0,1,1,0.865509675
Elekta AB,EKTA,2014.0,Large,Health Care,Sweden,0,1189.8,1,1,1,,0,0,1,,0,19.5,,17,0,1,0,0,1,0.16
Elekta AB,EKTA,2015.0,Large,Health Care,Sweden,1,1185.9,1,1,1,,0,0,1,,0,0.9,,5,1,1,1,1,1,0.16
Elekta AB,EKTA,2016.0,Large,Health Care,Sweden,1,1172.5,1,0,1,,0,0,0,,0,,,18,0,1,0,0,1,0
Elekta AB,EKTA,2017.0,Large,Health Care,Sweden,1,1086.7,1,0,1,,0,0,0,,0,,,8,0,1,0,1,1,0
Elekta AB,EKTA,2018.0,Large,Health Care,Sweden,1,1284.834123,1,0,1,,0,0,0,,0,,,5,0,1,1,1,1,0.297630332
Elekta AB,EKTA,2019.0,Large,Health Care,Sweden,1,1390.306608,1,1,1,17884.8,1,0,1,,0,2.808,544.71,5,0,1,1,1,1,0.270424681
Elekta AB,EKTA,2020.0,Large,Health Care,Sweden,1,1310.512283,1,1,1,,1,0,1,,0,2.572,418.011,11,1,1,0,1,1,0.312321463
Elekta AB,EKTA,2021.0,Large,Health Care,Sweden,1,1310.512283,1,1,1,,0,1,1,,0,2.176,925.482,3,1,1,1,1,1,0.312321463
Elekta AB,EKTA,2022.0,Large,Health Care,Sweden,,1368.634212,1,0,1,,1,0,1,,0,10.611,826.756,4,1,1,1,1,1,0.284112958
Hufvudstaden AB,HUFV,2014.0,Large,Finance,Sweden,1,182.8,1,1,1,261000,1,0,1,,0,1.1,,13,0,1,0,1,1,1.06
Hufvudstaden AB,HUFV,2015.0,Large,Finance,Sweden,1,184.8,1,1,1,158907,0,0,0,,0,1.1,,5,1,1,0,1,1,1.84
Hufvudstaden AB,HUFV,2016.0,Large,Finance,Sweden,1,187,1,1,1,,1,0,1,,0,5.3,,6,0,1,0,1,1,2.1
Hufvudstaden AB,HUFV,2017.0,Large,Finance,Sweden,1,186.9,1,1,1,145417,0,0,1,,0,5.112,,7,1,1,1,1,1,1.5
Hufvudstaden AB,HUFV,2018.0,Large,Finance,Sweden,1,178.4739336,1,1,1,180198,0,0,0,215.139,0,5.604,,14,0,1,0,1,1,1.984834123
Hufvudstaden AB,HUFV,2019.0,Large,Finance,Sweden,1,188.649781,1,1,1,157694.4,0,0,1,208.025,0,5.059,,15,1,1,1,0,1,1.452104361
Hufvudstaden AB,HUFV,2020.0,Large,Finance,Sweden,1,175.1666349,1,1,1,133448.4,1,0,1,196.614,0,3.585,,16,0,1,1,0,1,-0.678918301
Hufvudstaden AB,HUFV,2021.0,Large,Finance,Sweden,1,236.8977338,1,1,1,147751.2,0,0,1,187.795,0,0.789,3.092,12,1,1,0,1,1,1.391163588
Hufvudstaden AB,HUFV,2022.0,Large,Finance,Sweden,,258.5427922,1,1,1,139687.2,1,1,1,185.657,0,3.118,3.663,18,1,1,1,1,1,0.335855385
SSAB AB,SSAB,2014.0,Large,Basic Materials,Sweden,1,5241.7,1,1,1,31719600,1,0,1,,1,9603,,7,0,1,0,1,1,-0.37
SSAB AB,SSAB,2015.0,Large,Basic Materials,Sweden,1,6221.4,1,1,1,30181000,1,1,1,365000,1,10924,,4,1,1,0,1,0,-0.1
SSAB AB,SSAB,2016.0,Large,Basic Materials,Sweden,1,5784.1,1,1,1,32364000,0,1,1,429000,1,11147,,7,0,1,0,1,1,
SSAB AB,SSAB,2017.0,Large,Basic Materials,Sweden,1,6706.5,1,1,1,28951200,0,1,1,431000,1,11044,2826,10,1,1,1,1,1,0.2
SSAB AB,SSAB,2018.0,Large,Basic Materials,Sweden,1,7103.412322,1,1,1,29804400,0,1,1,433000,1,10944,3336,10,1,1,0.009,1,1,0.327014218
SSAB AB,SSAB,2019.0,Large,Basic Materials,Sweden,0,7282.898496,1,1,1,32605200,1,1,1,379000,1,10755,,12,1,1,1,1,1,0.099028756
SSAB AB,SSAB,2020.0,Large,Basic Materials,Sweden,1,6227.00438,1,1,1,32698800,0,1,1,379000,1,9989,,13,1,1,1,1,1,-0.047609979
SSAB AB,SSAB,2021.0,Large,Basic Materials,Sweden,1,9130.737002,1,1,1,33825600,0,1,0,403000,1,11634,,14,1,1,0.0012,1,1,1.355932203
SSAB AB,SSAB,2022.0,Large,Basic Materials,Sweden,,12111.9612,1,1,1,28317600,0,1,1,388000,1,11007,,9,1,1,1,1,1,2.105446361
"SCA, Svenska Cellulosa AB",SCA,2022.0,Large,Consumer Goods and Services,Sweden,,1956.161806,1,1,1,5871600,1,1,1,121000,1,302,433,22,0,1,0,0,1,0.235183443
"SCA, Svenska Cellulosa AB",SCA,2014.0,Large,Consumer Goods and Services,Sweden,1,10930,1,1,1,39274400,1,1,1,206000,1,6200.4,870,17,1,1,0,1,1,0.99
"SCA, Svenska Cellulosa AB",SCA,2015.0,Large,Consumer Goods and Services,Sweden,1,12616.6,1,1,1,41005800,1,1,1,206000,1,6251.3,882.1,18,1,1,0,1,1,1.29
"SCA, Svenska Cellulosa AB",SCA,2016.0,Large,Consumer Goods and Services,Sweden,1,12258.5,1,1,1,40049000,1,1,1,216000,1,6164.9,892,11,1,1,0,1,1,0.8
"SCA, Svenska Cellulosa AB",SCA,2017.0,Large,Consumer Goods and Services,Sweden,1,1696.39,1,1,1,40774600,0,1,1,101000,1,2928,,12,1,1,1,1,1,0.3
"SCA, Svenska Cellulosa AB",SCA,2018.0,Large,Consumer Goods and Services,Sweden,1,1777.725118,1,1,1,39882600,0,1,1,93000,1,310,,13,0,1,0,1,1,0.493838863
"SCA, Svenska Cellulosa AB",SCA,2019.0,Large,Consumer Goods and Services,Sweden,0,1865.454199,1,1,1,44819800,0,1,1,145000,1,340,570,14,1,1,1,1,1,2.104361074
"SCA, Svenska Cellulosa AB",SCA,2021.0,Large,Consumer Goods and Services,Sweden,1,1792.230051,1,1,1,6271200,1,1,1,123000,1,280,720,16,0,1,1,1,1,0.827461436
Catella AB,CAT,2017.0,Mid,Finance,Sweden,0,249.8,1,0,0,,0,0,0,,0,,,1,1,1,0,0,0,0.2
Catella AB,CAT,2018.0,Mid,Finance,Sweden,0,210.0473934,0,0,0,,0,0,0,,0,,,2,0,1,0,1,1,-0.11943128
Catella AB,CAT,2019.0,Mid,Finance,Sweden,0,224.0525614,1,0,1,,0,0,0,,0,,,14,1,1,1,1,1,0.073319368
Catella AB,CAT,2020.0,Mid,Finance,Sweden,1,220.1485431,1,0,0,,0,0,0,,0,,,4,1,1,0,0,1,0.071414969
Catella AB,CAT,2021.0,Mid,Finance,Sweden,1,171.9672443,1,0,0,2007.36,0,0,0,650,0,0.0411,0.0875,5,0,1,1,1,1,0.198057513
Catella AB,CAT,2022.0,Mid,Finance,Sweden,,187.7779685,1,1,1,4501.08,1,0,1,1270,0,0.2158,0.277,6,0,1,0,0,1,0.50895732
Industrial & Financial Systems AB,IFS,2014.0,Mid,Technology,Sweden,0,331.9,1,0,1,,0,,0,,0,,,0,0,0,0,0,0,0.92
Industrial & Financial Systems AB,IFS,2015.0,Mid,Technology,Sweden,1,362.09,1,0,1,,0,0,0,,0,,,8,0,0,0,0,1,0.92
Industrivärden AB,INDU,2014.0,Large,Finance,Sweden,1,577.9,1,0,0,,0,0,0,,0,,,0,0,0,0,0,0,1.25
Industrivärden AB,INDU,2015.0,Large,Finance,Sweden,1,392.8,1,0,0,,0,0,0,,0,,,15,1,0,0,0,0,0.79
Industrivärden AB,INDU,2016.0,Large,Finance,Sweden,1,1751.8,1,1,1,,0,0,1,,0,,0.054,2,0,1,0,1,1,3.6
Industrivärden AB,INDU,2017.0,Large,Finance,Sweden,1,1598.3,1,1,1,,0,0,0,,0,0,0.049,3,1,0,0,0,0,3.6
Industrivärden AB,INDU,2018.0,Large,Finance,Sweden,0,-787.7725118,1,1,1,,0,0,0,,0,0.0178,0.0302,23,0,1,0,1,1,-1.814218009
Industrivärden AB,INDU,2019.0,Large,Finance,Sweden,1,2841.07789,1,1,1,,0,0,0,,0,35,0.027,10,1,1,0,0,0,1.679680061
Industrivärden AB,INDU,2020.0,Large,Finance,Sweden,1,825.080937,1,1,1,,0,0,0,,0,,0.011,6,0,0,0,0,0,1.846314988
Industrivärden AB,INDU,2021.0,Large,Finance,Sweden,1,2557.608075,1,1,1,,0,0,0,,0,0.024,0.01,5,1,1,0,0,1,1.534945725
Industrivärden AB,INDU,2022.0,Large,Finance,Sweden,,-1320.937102,1,1,1,,0,0,1,,0,0.026,0.011,28,1,1,0,0,0,-3.042454661
Ratos AB,RATO,2014.0,Large,Finance,Sweden,1,3084.3,1,1,1,,1,,1,,0,,0.294,4,0,1,0,0,1,0.35
Ratos AB,RATO,2015.0,Large,Finance,Sweden,1,2678.3,1,1,1,91714,1,1,1,347,0,0.3,0.248,2,1,1,0,1,1,0.14
Ratos AB,RATO,2016.0,Large,Finance,Sweden,1,2636.2,1,1,1,,0,0,1,,0,,0.254,14,0,1,0,0,0,-0.2
Ratos AB,RATO,2017.0,Large,Finance,Sweden,0,2341,1,0,1,,0,0,0,,0,,0.232,10,1,0,0,0,0,0.1
Ratos AB,RATO,2018.0,Large,Finance,Sweden,1,2191.943128,1,1,0,,0,0,0,,0,0.016,0.135,3,0,1,0,0,1,0.132701422
Ratos AB,RATO,2019.0,Large,Finance,Sweden,0,2386.30737,1,1,1,,0,0,0,,0,,0.153,10,0,1,0,0,0,0.200914112
Atrium Ljungberg AB,ATRLJ,2014.0,Large,Finance,Sweden,1,253.7,1,1,1,812336,0,0,1,528,1,34,0.1,9,1,1,0,0,0,0.54
Atrium Ljungberg AB,ATRLJ,2015.0,Large,Finance,Sweden,1,270,1,1,1,1035944,0,0,1,725,0,6.9,,6,0,1,0,0,1,2.29
Atrium Ljungberg AB,ATRLJ,2016.0,Large,Finance,Sweden,1,240.2,1,1,1,,0,0,1,,0,9.8,6.2,6,0,1,0,1,1,2.1
Atrium Ljungberg AB,ATRLJ,2017.0,Large,Finance,Sweden,0,260.2,1,1,1,904504,0,0,1,524,0,7.3,6.7,10,0,1,0,0,1,2
Atrium Ljungberg AB,ATRLJ,2018.0,Large,Finance,Sweden,1,249.1943128,1,1,1,936000,1,0,1,515.29,0,8.056,10.607,8,1,1,0.002,1,1,2.478672986
Atrium Ljungberg AB,ATRLJ,2019.0,Large,Finance,Sweden,1,265.524,1,1,1,882000,0,0,1,382.581,0,9.135,,10,1,1,1,1,1,2.055798895
Atrium Ljungberg AB,ATRLJ,2020.0,Large,Finance,Sweden,1,270.3294611,1,1,1,757537.2,0,0,1,482.328,0,4.874,6.625,4,1,1,0.17,1,0,0.63702152
Atrium Ljungberg AB,ATRLJ,2021.0,Large,Finance,Sweden,1,293.6583508,1,1,1,712800,0,0,1,465.843,0,3.652,7.804,11,1,1,0.02,1,1,2.823271758
Atrium Ljungberg AB,ATRLJ,2022.0,Large,Finance,Sweden,,294.9318294,1,1,1,691200,,0,1,481.492,0,3.129,9.89,5,1,1,0,1,1,3.195800397
Gunnebo AB,GUNN,2014.0,Mid,Industrial Goods and Services,Sweden,1,610,1,1,1,,1,0,1,,0,14,,15,0,1,1,1,1,0.33
Gunnebo AB,GUNN,2015.0,Mid,Industrial Goods and Services,Sweden,0,662.1,1,1,0,,1,0,1,,0,,,10,0,1,0,0,0,0.24
Gunnebo AB,GUNN,2016.0,Mid,Industrial Goods and Services,Sweden,1,636.2,1,1,1,,0,0,1,,0,9.6,,16,0,1,0,0,1,0.3
Gunnebo AB,GUNN,2017.0,Mid,Industrial Goods and Services,Sweden,1,608.2,1,1,1,71842,0,0,0,,0,21.7,,10,1,1,0,0,1,0.2
Gunnebo AB,GUNN,2018.0,Mid,Industrial Goods and Services,Sweden,1,486.0663507,1,1,1,,0,0,0,,0,18.908,,12,0,1,1,0,1,-0.847393365
Gunnebo AB,GUNN,2019.0,Mid,Industrial Goods and Services,Sweden,1,519.8057513,1,1,1,,0,0,0,,0,,,13,1,1,1,0,1,0.052370977
Bure Equity AB,BURE,2015.0,Large,Finance,Sweden,0,53.2,0,0,0,,0,0,1,,0,,,,0,0,0,0,0,4.6
Bure Equity AB,BURE,2016.0,Large,Finance,Sweden,0,47.6,1,0,0,,0,0,0,,0,,,,0,0,0,0,0,1.8
Bure Equity AB,BURE,2017.0,Large,Finance,Sweden,1,45,1,0,0,,0,0,0,,0,,,1,0,0,0,0,0,1.2
Bure Equity AB,BURE,2018.0,Large,Finance,Sweden,0,40.764,1,0,0,,0,0,0,,0,,,2,0,1,1,0,1,2.491943128
Bure Equity AB,BURE,2019.0,Large,Finance,Sweden,1,36.04,1,0,0,,0,0,0,,0,,,3,1,1,1,1,1,5.836031232
Bure Equity AB,BURE,2020.0,Large,Finance,Sweden,1,26.54,1,0,1,72.3132,1,0,0,,0,0,0,4,0,0,0,0,1,4.29442011
Bure Equity AB,BURE,2021.0,Large,Finance,Sweden,1,19.17,1,0,1,,1,0,0,,0,,,5,1,1,0,0,1,8.169872405
Bure Equity AB,BURE,2022.0,Large,Finance,Sweden,,19.39,1,0,1,75.95999994,0,0,0,,0,0.0002,7.346,6,1,0,0,0,0,-11.72765609
Getinge AB,GETI,2014.0,Large,Health Care,Sweden,1,2927.4,1,1,1,,0,0,1,,0,28,,17,1,1,0,0,1,0.66
Getinge AB,GETI,2015.0,Large,Health Care,Sweden,1,3308,1,1,1,,0,1,1,,0,30,,8,1,1,0,1,0,0.64
Getinge AB,GETI,2016.0,Large,Health Care,Sweden,0,3109.3,1,1,1,473247,0,0,1,,0,30,,22,0,1,0,0,1,0.5
Getinge AB,GETI,2017.0,Large,Health Care,Sweden,1,2283.8,1,1,1,334800,0,0,1,,0,26.215,12.4,13,1,1,0,0,1,0.6
Getinge AB,GETI,2018.0,Large,Health Care,Sweden,1,2291.184834,1,1,1,320227.2,1,0,0,,0,23.345,,11,0,1,0,0,0,0.336492891
Getinge AB,GETI,2019.0,Large,Health Care,Sweden,0,2528.946867,1,1,1,330926.4,1,0,1,,0,24.042,,4,0,1,0,1,1,0.426585412
Getinge AB,GETI,2020.0,Large,Health Care,Sweden,1,2839.363931,1,1,1,497779.2,1,0,0,197.689,0,17.272,3.104,,0,1,0,0,1,1.132165302
Getinge AB,GETI,2021.0,Large,Health Care,Sweden,1,2575.604647,1,1,1,335397.6,1,0,1,202.505,0,14.78,1.502,4,1,1,0,0,1,1.037897543
Getinge AB,GETI,2022.0,Large,Health Care,Sweden,,2661.630404,1,1,1,282743.9998,1,0,1,,0,25.859,,5,1,1,0,0,1,0.860805818
Meda AB,MEDA,2014.0,Large,Health Care,Sweden,1,1685.2,1,1,1,200343,0,0,0,83810,0,28.4,14.6,5,1,1,0,0,1,0.14
Meda AB,MEDA,2015.0,Large,Health Care,Sweden,1,2149.7,1,1,1,260336,1,0,1,230,0,35.7,7.8,5,1,1,0,0,1,0.35
Meda AB,MEDA,2022.0,Large,Health Care,Sweden,,,,,,,,,,,,,,,,,,,,
Swedbank AB,SWED,2014.0,Large,Finance,Sweden,1,4160.8,1,1,1,544345,1,,1,174,1,24.48,16.6,14,1,1,0.11,1,1,1.65
Swedbank AB,SWED,2015.0,Large,Finance,Sweden,0,4046.9,1,1,1,469324.8,1,1,0,127,0,20.184,14.8,16,1,1,0.002,0,1,1.55
Swedbank AB,SWED,2016.0,Large,Finance,Sweden,1,4350.6,1,1,1,418806,1,0,1,113,0,17.5,19.9,16,1,1,0,1,1,1.8
Swedbank AB,SWED,2017.0,Large,Finance,Sweden,0,4140.3,1,1,1,412769,0,0,0,,0,8.4,20.8,18,1,1,0,0,1,1.8
Swedbank AB,SWED,2018.0,Large,Finance,Sweden,1,4191.658768,1,1,1,379530,1,0,0,129.7538462,0,7.031,19.952,21,0,1,0.0061,1,1,1.790521327
Swedbank AB,SWED,2019.0,Large,Finance,Sweden,1,4376.309274,1,1,1,335113.2,0,1,1,106.526,0,7,17.927,19,1,1,8.51E-07,0,1,1.672062464
Swedbank AB,SWED,2020.0,Large,Finance,Sweden,1,4349.266806,1,1,1,342216,1,1,1,19.955,0,6.54094,,7,1,1,1,0,1,11.51
Swedbank AB,SWED,2021.0,Large,Finance,Sweden,1,4464.863835,1,1,1,285523.2,1,0,1,64.852,0,15.271,3.948,22,1,1,0.034081902,0,1,1.767282422
Swedbank AB,SWED,2022.0,Large,Finance,Sweden,,5006.67921,1,1,1,289998,1,0,1,120.885,0,14.621,8.872,9,1,1,0,1,1,1.82784572
Medivir AB,MVIR,2015.0,Mid,Health Care,Sweden,1,72,1,1,1,,1,0,1,,0,,,,0,0,0,0,0,0.28
Medivir AB,MVIR,2016.0,Mid,Health Care,Sweden,1,9.7,1,0,1,,0,0,1,,0,,,5,0,0,0,0,1,-1.1
Medivir AB,MVIR,2017.0,Mid,Health Care,Sweden,0,3.7,1,0,1,,0,0,0,,0,,,,0,0,0,0,0,-1.7
Medivir AB,MVIR,2018.0,Mid,Health Care,Sweden,0,3.157251185,1,0,0,,0,0,0,,0,,,1,0,0,0,0,0,-1.385781991
Medivir AB,MVIR,2020.0,Mid,Health Care,Sweden,0,1.328127976,1,0,1,,0,0,0,,0,,,9,0,0,0,0,0,-0.166634927
Swedish Match AB,SWMA,2014.0,Large,Consumer Goods and Services,Sweden,1,1397.6,1,1,1,653609,1,1,1,3287,1,54.4,14.845,5,1,1,0,1,1,1.39
Swedish Match AB,SWMA,2015.0,Large,Consumer Goods and Services,Sweden,,2990.811088,1,1,1,618213.5995,0,0,1,879.218,0,49.838,16.101,6,0,1,0,1,1,1.57835646
Swedish Match AB,SWMA,2016.0,Large,Consumer Goods and Services,Sweden,1,1625,1,1,1,587765,0,0,1,,0,32.2,182.215,7,1,1,0,1,1,1.5
Swedish Match AB,SWMA,2017.0,Large,Consumer Goods and Services,Sweden,1,1219.36,1,1,1,631944,0,0,1,,0,29.9,177.28,8,1,1,1,0,1,1.9
Swedish Match AB,SWMA,2018.0,Large,Consumer Goods and Services,Sweden,1,1229.004739,1,1,1,619884,0,1,0,,0,30.261,175.344,18,0,1,1,1,0,1.955450237
Swedish Match AB,SWMA,2019.0,Large,Consumer Goods and Services,Sweden,,1427.146675,1,1,1,637509.5995,0,0,1,,0,31.593,166.055,19,0,1,1,1,1,2.248344243
Net Insight AB,NETI,2016.0,Mid,Telecommunications,Sweden,0,52.6,1,0,0,,0,0,0,,0,,,7,0,1,0,0,1,0
Net Insight AB,NETI,2017.0,Mid,Telecommunications,Sweden,0,43.3,1,0,1,,0,0,0,,0,,,1,1,0,0,0,0,0
Net Insight AB,NETI,2018.0,Mid,Telecommunications,Sweden,0,43.00133308,1,0,1,,0,0,1,,0,,,5,0,1,0,0,1,-0.014282994
Net Insight AB,NETI,2019.0,Mid,Telecommunications,Sweden,1,42.71567321,1,0,1,,0,0,0,,0,,,,1,0,0,0,0,-0.0009522
Net Insight AB,NETI,2020.0,Mid,Telecommunications,Sweden,0,43.00133308,1,1,1,,0,0,1,,0,,,7,1,1,0,0,1,0.059036374
Net Insight AB,NETI,2021.0,Mid,Telecommunications,Sweden,0,36.24900019,0,0,1,,0,0,0,,0,,,8,1,0,0,0,1,0.005713197
Net Insight AB,NETI,2022.0,Mid,Telecommunications,Sweden,,44.69604852,1,1,1,,0,0,1,,0,,,12,1,1,0,0,1,0.014111571
