,comp_name,ticker,year,gvkey,org_number,isin,finbas_id,segment,industry,supersector,supersector_icb,hq_country,ceo_sust_statem,reported_curr,sales,env_policy,ep_targets,env_impact_red,energy_consump,incr_renew_en,disclosure_raw,resource_target,water_withdraw,water_disclose,ghg_emis,transport_emis,years_es_report,audit_es_report,su_guidelines,su_aud_disclose,su_eva_disclose,su_env_assess,earn_per_share,combined
1833,American Shipping Company ASA,AMSC,2015.0,273708.0,NO988228397,NO0010272065,54080,Mid,Industrials,Industrial Goods & Services,2700,Norway,N,USD,80.6,N,N,N,ND,N,N,N,ND,N,ND,ND,7,N,N,N,N,N,0.22,American Shipping Company ASA (AMSC)
1834,American Shipping Company ASA,AMSC,2016.0,273708.0,NO988228397,NO0010272065,54080,Mid,Industrials,Industrial Goods & Services,2700,Norway,N,USD,77.26,Y,N,Y,ND,N,N,N,ND,N,ND,ND,9,N,N,N,N,N,0.1,American Shipping Company ASA (AMSC)
1835,American Shipping Company ASA,AMSC,2017.0,273708.0,NO988228397,NO0010272065,54080,Mid,Industrials,Industrial Goods & Services,2700,Norway,N,USD,77.83,N,N,N,ND,N,N,N,ND,N,ND,ND,0,N,N,N,N,N,0.2,American Shipping Company ASA (AMSC)
1836,American Shipping Company ASA,AMSC,2018.0,273708.0,NO988228397,NO0010272065,54080,Mid,Industrials,Industrial Goods & Services*,5020*,Norway,N,USD,78.39375,N,N,N,ND,N,N,N,ND,N,ND,ND,0,N,N,N,N,N,0.125,American Shipping Company ASA (AMSC)
1837,American Shipping Company ASA,AMSC,2019.0,273708.0,NO988228397,NO0010272065,54080,Mid,Industrials,Industrial Goods & Services,5020,Norway,N,USD,78.41,N,N,N,ND,N,N,N,ND,N,ND,ND,ND,N,N,N,N,N,125,American Shipping Company ASA (AMSC)
1838,American Shipping Company ASA,AMSC,2020.0,273708.0,NO988 228 397,NO0010272065,54080,Mid,Industrials,Marine Shipping,6010*,Norway,N,USD,78.75,N,N,Y,ND,N,N,N,ND,N,ND,ND,3,N,N,N,N,N,0.267857143,American Shipping Company ASA (AMSC)
1839,American Shipping Company ASA,AMSC,2021.0,273708.0,NO988228397,NO0010272065,54080,Mid,Industrials,Industrial Goods & Services,5020,Norway,N,USD,78.74375,N,N,Y,ND,N,N,N,ND,N,ND,ND,9,N,N,N,N,N,0.196428571,American Shipping Company ASA (AMSC)
1840,American Shipping Company ASA,AMSC,2022.0,273708.0,NO988228397,NO0010272065,54080,Mid,Industrials,Industrial Goods and Services *,5020,Norway,,USD,88.97974889,N,N,N,ND,ND,N,N,ND,N,ND,ND,0,N,N,N,N,N,0.275390898,American Shipping Company ASA (AMSC)
1841,SpareBank 1 Østfold Akershus,SOAG,2017.0,274992.0,NO837884942,NO0010285562,5599,Mid,Financials,Banks,8300,Norway,N,NOK,72.1,N,N,N,ND,N,N,N,ND,N,ND,ND,5,y,N,N,N,N,2.5,SpareBank 1 Østfold Akershus (SOAG)
1842,SpareBank 1 Østfold Akershus,SOAG,2018.0,274992.0,NO837884942,NO0010285562,5599,Mid,Financials,Banks,8300,Norway,,NOK,38.34538606,N,N,N,ND,N,N,N,ND,N,ND,ND,1,Y,N,N,N,N,ND,SpareBank 1 Østfold Akershus (SOAG)
1843,SpareBank 1 Østfold Akershus,SOAG,2019.0,274992.0,NO837884942,NO0010285562,5599,Mid,Financials,Banks,8300,Norway,N,NOK,85.39,N,N,Y,26020.8,N,N,Y,2624,N,0.2467,0.2023,3,Y,Y,N,Y,N,1.173327374,SpareBank 1 Østfold Akershus (SOAG)
1844,Ensurge Micropower ASA,ENSUO,2020.0,284763.0,ND,NO0010299068,5869,Mid,Technology,Technology,1010,Norway,N,USD,0.492,N,N,N,ND,N,N,N,ND,N,ND,ND,0,N,N,N,N,N,-0.082841364,Ensurge Micropower ASA (ENSUO)
1845,Thin Film Electronics ASA,THIN,2014.0,284763.0,NO889186232,NO0010299068,5869,Mid,Technology,Technology,9500,Norway,N,NOK,3,Y,N,N,ND,N,N,N,ND,N,ND,ND,3,N,N,N,N,N,-0.03,Thin Film Electronics ASA (THIN)
1846,Thin Film Electronics ASA,THIN,2015.0,284763.0,NO889186232,NO0010299068,5869,Mid,Technology,Technology,9500,Norway,N,USD,2,Y,Y,Y,ND,N,N,N,ND,N,ND,ND,9,Y,Y,N,N,N,-0.05,Thin Film Electronics ASA (THIN)
1847,Thin Film Electronics ASA,THIN,2016.0,284763.0,NO889186232,NO0010299068,5869,Mid,Technology,Technology,9500,Norway,N,NOK,1.4,Y,N,N,ND,N,N,N,ND,N,ND,ND,6,N,N,N,N,N,-0.1,Thin Film Electronics ASA (THIN)
1848,Thin Film Electronics ASA,THIN,2017.0,284763.0,NO889186232,NO0010299068,5869,Mid,Technology,Technology,9500,Norway,N,USD,4.9,Y,N,Y,ND,N,N,N,ND,N,ND,ND,0,N,N,N,N,N,-0.1,Thin Film Electronics ASA (THIN)
1849,SalMar ASA,SALM,2014.0,284523.0,NO960514718,NO0010310956,62870,Large,Consumer Goods,Food & Beverage,3500,Norway,Y,NOK,794,Y,N,Y,325000,Y,Y,N,ND,N,25.4,ND,2,N,Y,N,Y,Y,1.16,SalMar ASA (SALM)
1850,SalMar ASA,SALM,2015.0,284523.0,NO960514718,NO0010310956,62870,Large,Consumer Goods,Food & Beverage,3500,Norway,Y,NOK,766.3,Y,Y,Y,347215,Y,Y,Y,ND,N,26.5,10.5,3,N,Y,N,Y,Y,1.03,SalMar ASA (SALM)
1851,SalMar ASA,SALM,2016.0,284523.0,NO960514718,NO0010310956,62870,Large,Consumer Goods,Food & Beverage,3500,Norway,Y,NOK,987.1,Y,Y,Y,349000,Y,Y,Y,ND,N,16,17.959,10,N,Y,N,N,N,2.6,SalMar ASA (SALM)
1852,SalMar ASA,SALM,2017.0,284523.0,NO960514718,NO0010310956,62870,Large,Consumer Goods,Food & Beverage,3500,Norway,Y,NOK,1099.3,Y,Y,Y,453780,N,N,Y,ND,N,15.2,11.919,10,N,N,N,N,N,2.1,SalMar ASA (SALM)
1853,SalMar ASA,SALM,2018.0,284523.0,NO960514718,NO0010310956,62870,Large,Consumer Staples,"Food, Beverage and Tobacco",3500,Norway,,NOK,1134.581359,Y,Y,Y,674000,N,Y,Y,57316,N,16.173,17.143,12,N,Y,N,Y,Y,3.172435949,SalMar ASA (SALM)
1854,SalMar ASA,SALM,2020.0,284523.0,NO960 514 718,NO0010310956,62870,Large,Consumer Goods,Consumer Products and Services,4020,Norway,Y,NOK,1310.266361,Y,Y,Y,730000,Y,N,Y,38999,N,16.306,619.805,8,Y,Y,N,Y,Y,1.77675288,SalMar ASA (SALM)
1855,SalMar ASA,SALM,2021.0,284523.0,NO960514718,NO0010310956,62870,Large,Consumer Staples,Food.Beverage and Tobacco,4510,Norway                                  ,Y,NOK,1528.266015,Y,Y,Y,880000,Y,N,Y,36878,N,19.934,677.102,8,Y,Y,N,Y,Y,2.292813751,SalMar ASA (SALM)
1856,SalMar ASA,SALM,2022.0,284523.0,NO960514718,NO0010310956,62870,Large,Consumer Goods,Food & Beverage,4510,Norway,,NOK,1986.550035,Y,Y,Y,1058000,Y,Y,Y,45053,N,27.123,1104.451,10,N,Y,N,Y,Y,2.731861823,SalMar ASA (SALM)
1857,SalMar ASA,SALM,2019.0,284523.0,NO960514718,NO0010310956,62870,Large,Consumer Goods,Food & Beverage,3500,Norway,Y,NOK,1239.58197,Y,Y,Y,717,Y,Y,Y,66325,N,17.623,11.95,15,N,Y,N,N,N,2.237956887,SalMar ASA (SALM)
1858,Norwegian Property ASA,NPR,2015.0,278135.0,NO988622036,NO0010317811,6012,Mid,Financials,Real Estate,8600,Norway,N,NOK,89.8,Y,Y,Y,ND,Y,N,Y,ND,N,ND,ND,10,N,Y,N,N,Y,0.09,Norwegian Property ASA (NPR)
1859,Norwegian Property ASA,NPR,2016.0,278135.0,NO988622036,NO0010317811,6012,Mid,Financials,Real Estate,8600,Norway,Y,NOK,99.2,Y,Y,Y,ND,N,N,Y,ND,N,ND,ND,11,N,Y,N,N,Y,0.2,Norwegian Property ASA (NPR)
1860,Norwegian Property ASA,NPR,2017.0,278135.0,NO988622036,NO0010317811,6012,Mid,Financials,Real Estate,8600,Norway,N,NOK,79.7,Y,Y,Y,ND,Y,N,Y,ND,N,ND,ND,5,N,Y,N,Y,Y,0.3,Norwegian Property ASA (NPR)
1861,Norwegian Property ASA,NPR,2018.0,278135.0,NO988622036,NO0010317811,6012,Mid,Real Estate,Real Estate,3510,Norway,Y,NOK,81.15768301,Y,N,Y,223977.6,Y,N,N,ND,N,ND,ND,4,N,Y,Y,N,Y,0.089396371,Norwegian Property ASA (NPR)
1862,Norwegian Property ASA,NPR,2019.0,278135.0,NO988622036,NO0010317811,6012,Mid,Real Estate,Real Estate,3510,Norway,Y,NOK,113.5740263,Y,Y,Y,223606.8,Y,N,Y,ND,N,2.3238,1224,1,N,Y,N,Y,Y,0.195046628,Norwegian Property ASA (NPR)
1863,Norwegian Property ASA,NPR,2020.0,278135.0,NO988622036,NO0010317811,6012,Mid,Financials,Real Estate,3510,Norway,Y,NOK,158.9325261,Y,Y,Y,200347.2,N,N,N,ND,N,1.8266,0.8264,4,N,Y,N,N,Y,0.313903167,Norwegian Property ASA (NPR)
1864,Norway Royal Salmon ASA,NRS,2015.0,297134.0,NO864234232,NO0010331838,68260,Mid,Consumer Goods,Food & Beverage,3500,Norway,Y,NOK,335.8,Y,N,Y,ND,N,N,N,ND,N,ND,ND,6,N,N,N,N,N,0.55,Norway Royal Salmon ASA (NRS)
1865,Norway Royal Salmon ASA,NRS,2016.0,297134.0,NO864234232,NO0010331838,68260,Mid,Consumer Goods,Food & Beverage,3500,Norway,Y,NOK,465.2,N,N,N,ND,N,N,N,ND,N,3.092,ND,ND,Y,N,N,N,N,2.5,Norway Royal Salmon ASA (NRS)
1866,Norway Royal Salmon ASA,NRS,2017.0,297134.0,NO864234232,NO0010331838,68260,Mid,Consumer Goods,Food & Beverage,3500,Norway,N,NOK,501.8,Y,N,Y,ND,N,N,N,ND,N,4.564,ND,0,N,N,Y,N,N,0.5,Norway Royal Salmon ASA (NRS)
1867,Norway Royal Salmon ASA,NRS,2018.0,297134.0,NO864210716,NO0010331838,68260,Mid,Consumer Staples,Food. Beverage and Tobacco,4510,Norway,Y,NOK,516.1427498,Y,Y,Y,77000,N,Y,N,ND,N,5.136,ND,8,N,Y,Y,Y,Y,1.646721794,Norway Royal Salmon ASA (NRS)
1868,Norway Royal Salmon ASA,NRS,2019.0,297134.0,NO864234232,NO0010331838,68260,Large,Consumer Goods,Food & Beverage,3500,Norway,Y,NOK,567.5318475,Y,N,Y,82000,N,Y,N,ND,N,5.442,ND,3,N,Y,Y,N,N,0.90005892,Norway Royal Salmon ASA (NRS)
1869,Norway Royal Salmon ASA,NRS,2020.0,297134.0,NO 864 210716,NO0010331838,68260,Mid,Consumer Goods,Consumer Products and Services,4020,Norway,Y,NOK,520.0125968,Y,Y,Y,89000,N,Y,N,ND,N,5.974,ND,10,N,Y,N,Y,Y,0.188951421,Norway Royal Salmon ASA (NRS)
1870,Norway Royal Salmon ASA,NRS,2021.0,297134.0,NO864234232,NO0010331838,68260,Mid,Consumer Staples,Food. Beverage and Tobacco,4510,Norway,Y,NOK,589.2942766,N,Y,Y,155171.5312,Y,N,Y,N,N,7.007,184.013,4,Y,Y,N,N,Y,1.452691034,Norway Royal Salmon ASA (NRS)
1871,Aker BP ASA,AKRBP,2016.0,275696.0,NO989795848,NO0010345853,6173,Large,Energy,Oil & Gas E&P,500,Norway,,USD,1201,N,Y,Y,ND,N,N,N,ND,Y,ND,ND,9,N,Y,N,N,N,0.142558449,Aker BP ASA (AKRBP)
1872,Aker BP ASA,AKRBP,2017.0,275696.0,NO989795848,NO0010345853,61730,Large,Energy,Oil & Gas E&P,500,Norway,,USD,2146.4,Y,Y,Y,15878889,N,N,Y,10679,Y,1039.976,ND,9,N,Y,N,N,Y,0.674887519,Aker BP ASA (AKRBP)
1873,Aker BP ASA,AKRBP,2018.0,275696.0,NO989795848,NO0010345853,61730,Large,Oil & Gas,Oil & Gas*,0500*,Norway,Y,USD,3227.366957,Y,Y,Y,15935656.4,N,N,N,215.07,Y,1050.741,ND,13,N,Y,N,N,N,1.147826087,Aker BP ASA (AKRBP)
1874,Aker BP ASA,AKRBP,2019.0,275696.0,NO989795848,NO0010345853,61730,Large,Oil & Gas,Oil & Gas,500,Norway,Y,USD,2980.952679,Y,Y,Y,13824322,N,N,Y,280.796,Y,1040.62,ND,15,N,Y,Y,Y,Y,0.348214286,Aker BP ASA (AKRBP)
1875,Aker BP ASA,AKRBP,2020.0,275696.0,NO989795848,NO0010345853,61730,Large,Energy,Oil & Gas E&P,500,Norway,,USD,2560.850893,Y,Y,Y,15704022,N,N,Y,189.826,Y,1000.646,93.355,9,N,Y,Y,Y,Y,0.098231827,Aker BP ASA (AKRBP)
1876,Aker BP ASA,AKRBP,2021.0,275696.0,NO989795848,NO0010345853,61730,Large,Energy,Energy,6010,Norway,Y,USD,5035.705357,Y,Y,Y,15498707,N,N,N,17886,Y,933.537,2859.64,5,Y,Y,Y,Y,Y,2.116071429,Aker BP ASA (AKRBP)
1877,Aker BP ASA,AKRBP,2022.0,275696.0,NO989795848,NO0010345853,61730,Large,Oil & Gas,Energy,6010,Norway                                  ,,USD,12353.65585,Y,Y,Y,18305758,N,N,Y,16869.999,Y,1070.515,63.054,6,Y,Y,Y,N,Y,3.067284834,Aker BP ASA (AKRBP)
1878,Aker BP ASA,AKRBP,2014.0,275696.0,NO989795848,NO0010345853,6173,Large,Oil & Gas,Oil & Gas,500,Norway,Y,USD,336.2,Y,N,N,ND,N,N,N,ND,N,ND,ND,10,Y,Y,N,N,Y,-1.22,Aker BP ASA (AKRBP)
1879,Aker BP ASA,AKRBP,2015.0,275696.0,NO989795848,NO0010345853,6173,Large,Oil & Gas,Oil & Gas,500,Norway,Y,USD,1063,Y,Y,Y,ND,N,N,N,ND,N,ND,ND,10,Y,Y,N,N,N,-1.41,Aker BP ASA (AKRBP)
1880,Bouvet ASA,BOUVET,2016.0,284597.0,NO974442167,NO0010360266,6286,Mid,Technology,Technology,9500,Sweden,N,NOK,146.6,Y,N,N,ND,N,N,N,ND,N,ND,ND,8,N,N,N,N,N,0.9,Bouvet ASA (BOUVET)
1881,Bouvet ASA,BOUVET,2017.0,284597.0,NO974442167,NO0010360266,6286,Mid,Technology,Technology,9500,Norway,N,NOK,163.3,Y,N,Y,ND,N,N,N,ND,N,ND,ND,5,N,N,N,N,N,1.1,Bouvet ASA (BOUVET)
1882,Bouvet ASA,BOUVET,2018.0,284597.0,NO974442167,NO0010360266,6286,Mid,Technology,Technology,1010,Norway,Y,NOK,187.630793,N,N,N,ND,N,N,N,ND,N,ND,ND,0,N,N,N,N,N,1.489262277,Bouvet ASA (BOUVET)
1883,Bouvet ASA,BOUVET,2019.0,284597.0,NO974442167,NO0010360266,6286,Mid,Information Technology Services,Technology,1010,Norway,Y,NOK,216.5830269,Y,Y,Y,ND,N,N,Y,ND,N,ND,ND,7,N,N,N,N,N,1.696499319,Bouvet ASA (BOUVET)
1884,Bouvet ASA,BOUVET,2020.0,284597.0,NO974442167,NO0010360266,6286,Mid,Technology,Technology*,1010*,Norway,N,NOK,187.630793,Y,Y,Y,ND,N,N,N,ND,N,ND,ND,1,N,Y,N,N,Y,2.364940369,Bouvet ASA (BOUVET)
1885,Grieg Seafood ASA,GSF,2015.0,284798.0,NO946598038,NO0010365521,63470,Mid,Consumer Goods,Food & Beverage,3500,Norway,Y,NOK,482.1,Y,N,N,ND,N,N,N,ND,N,ND,ND,3,N,Y,N,N,Y,-0.01,Grieg Seafood ASA (GSF)
1886,Grieg Seafood ASA,GSF,2016.0,284798.0,NO946598038,NO0010365521,63470,Mid,Consumer Goods,Food & Beverage,3500,Norway,Y,NOK,720.8,Y,Y,Y,ND,N,N,Y,ND,N,21.162,ND,4,N,Y,N,N,N,1.2,Grieg Seafood ASA (GSF)
1887,Grieg Seafood ASA,GSF,2017.0,284798.0,NO946598038,NO0010365521,63470,Mid,Consumer Goods,Food & Beverage,3500,Norway,Y,NOK,713.2,Y,Y,Y,ND,N,N,N,ND,N,26.363,ND,5,Y,Y,N,N,N,0.5,Grieg Seafood ASA (GSF)
1888,Grieg Seafood ASA,GSF,2018.0,284798.0,NO946598038,NO0010365521,63470,Mid,Consumer Goods,Food. Beverage and Tobacco,4510,Norway,Y,NOK,761.9329934,Y,Y,Y,ND,Y,Y,Y,ND,N,34.215,ND,4,N,Y,N,N,N,0.894979581,Grieg Seafood ASA (GSF)
1889,Grieg Seafood ASA,GSF,2019.0,284798.0,NO946598038,NO0010365521,63470,Large,Consumer Products,Food and Beverages,3500,Norway,N,NOK,482.7,Y,Y,Y,ND,Y,Y,Y,ND,N,42.667,ND,6,Y,Y,N,Y,Y,0.569901867,Grieg Seafood ASA (GSF)
1890,Grieg Seafood ASA,GSF,2020.0,284798.0,NO946598038,NO0010365521,63470,Mid,Consumer Goods,Food. Beverage and Tobacco ,4510,Norway,Y,NOK,418.618,Y,Y,Y,ND,N,Y,Y,ND,N,43.243,146.35,6,Y,Y,N,N,Y,-0.487616571,Grieg Seafood ASA (GSF)
1891,Grieg Seafood ASA,GSF,2021.0,284798.0,NO946598038,NO0010365521,63470,Mid,Consumer Goods,Food. Beverage and Tobacco,4510,Norway,Y,NOK,467.1554684,Y,Y,Y,ND,N,Y,Y,ND,N,32.499,370.421,7,Y,Y,N,Y,Y,1.086978606,Grieg Seafood ASA (GSF)
1892,Grieg Seafood ASA,GSF,2022.0,284798.0,NO946598038,NO0010365521,63470,Mid,Consumer Goods,Consumer Defensive,4510,Norway,,NOK,709.096308,Y,Y,Y,ND,N,Y,Y,ND,N,30.444,348.93,8,Y,Y,N,N,Y,1.019499159,Grieg Seafood ASA (GSF)
1893,Norwegian Energy Company ASA,NOR,2016.0,285381.0,NO987989297,NO0010379266,63980,Mid,Oil & Gas,Oil & Gas,500,Norway,N,NOK,1.2,N,N,N,ND,N,N,N,ND,N,ND,ND,ND,N,N,N,N,N,4.4,Norwegian Energy Company ASA (NOR)
1894,Norwegian Energy Company ASA,NOR,2017.0,285381.0,NO987989297,NO0010379266,63980,Mid,Oil & Gas,Energy,500,Norway,,,,,,,,,,,,,,,,,,,,,,Norwegian Energy Company ASA (NOR)
1895,Norwegian Energy Company ASA,NOR,2018.0,285381.0,NO987989297,NO0010379266,63980,Mid,Oil & Gas,Energy,500,Norway,,NOK,1.74826703,N,N,N,ND,N,N,N,ND,N,ND,ND,0,N,Y,N,N,N,1.606296683,Norwegian Energy Company ASA (NOR)
1896,Norwegian Energy Company ASA,NOR,2019.0,285381.0,NO987989297,NO0010379266,63980,Mid,Oil & Gas E&P,Energy,6010,Norway,Y,USD,297.3214286,Y,Y,Y,ND,N,N,N,ND,N,ND,ND,2,N,N,N,N,N,11.16071429,Norwegian Energy Company ASA (NOR)
1897,Norwegian Energy Company ASA,NOR,2020.0,285381.0,NO987 989 297,NO0010379266,63980,Mid,Oil & Gas,Energy,6010,Norway,N,USD,460.21,Y,Y,Y,100462298,N,N,Y,ND,Y,322.6,ND,0,N,N,N,N,N,0.357142857,Norwegian Energy Company ASA (NOR)
1898,Norwegian Energy Company ASA,NOR,2021.0,285381.0,NO987989297,NO0010379266,63980,Mid,Oil & Gas,Energy,6010,Norway,N,USD,504.4642857,Y,Y,Y,ND,N,N,Y,ND,N,ND,ND,0,N,N,N,N,N,1.964285714,Norwegian Energy Company ASA (NOR)
1899,Norwegian Energy Company ASA,NOR,2022.0,285381.0,NO987989297,NO0010379266,63980,Mid,Oil & Gas,Energy,6010,Norway,,USD,1800.13,Y,Y,Y,ND,N,N,N,ND,Y,270,ND,1,N,N,N,N,N,-1.139548545,Norwegian Energy Company ASA (NOR)
1900,Norwegian Finans Holding,NOFI,2016.0,317887.0,NO991281924,NO0010387004,7028,Large,Financials,Financial Services,8700,Norway,N,NOK,297.6,N,N,Y,ND,N,N,Y,ND,N,ND,ND,4,N,Y,N,N,N,0.6,Norwegian Finans Holding (NOFI)
1901,Norwegian Finans Holding,NOFI,2017.0,317887.0,NO991281924,NO0010387004,7028,Large,Financials,Banks,8300,Norway,N,NOK,393,N,N,Y,ND,N,N,N,ND,N,ND,ND,0,N,N,N,N,N,0.9,Norwegian Finans Holding (NOFI)
1902,Norwegian Finans Holding,NOFI,2018.0,317887.0,NO991281924,NO0010387004,7028,Large,Financials,Financial Services,8700,Norway,Y,NOK,479.5876289,N,N,N,ND,N,N,N,ND,N,ND,ND,6,N,N,N,N,Y,0.991752577,Norwegian Finans Holding (NOFI)
1903,Norwegian Finans Holding,NOFI,2019.0,317887.0,NO991281924,NO0010387004,7028,Large,Financials,Banks,3010,Norway,Y,NOK,658.614661,Y,Y,Y,ND,N,N,N,ND,N,ND,ND,2,N,Y,N,N,Y,1.077835795,Norwegian Finans Holding (NOFI)
1904,Norwegian Finans Holding,NOFI,2020.0,317887.0,NO9914555671,NO0010387004,7028,0,Financial Services,Banks*,3010*,Norway,N,NOK,686.420488,Y,Y,Y,ND,N,N,N,ND,N,ND,ND,3,N,Y,N,N,Y,1.005709177,Norwegian Finans Holding (NOFI)
1905,Norwegian Finans Holding,NOFI,2022.0,317887.0,NO9914555671,NO0010387004,7028,0,Financials,Banks*,3010*,Norway,,,,,,,,,,,,,,,,,,,,,,Norwegian Finans Holding (NOFI)
1906,Pareto Bank ASA,PARBO,2017.0,317286.0,NO990906475,NO0010397581,69750,Mid,Financials,Banks,8300,Norway,N,NOK,275.99,N,N,N,ND,N,N,N,ND,N,ND,ND,0,N,N,N,N,N,ND,Pareto Bank ASA (PARBO)
1907,Pareto Bank ASA,PARBO,2018.0,317286.0,NO990906475,NO0010397581,69750,Mid,Financials,Banks,8300,Norway,,NOK,287.67,N,N,N,ND,N,N,N,ND,N,ND,ND,0,N,N,N,N,N,0.557184162,Pareto Bank ASA (PARBO)
1908,Pareto Bank ASA,PARBO,2019.0,317286.0,NO990906475,NO0010397581,69750,Mid,Financials,Banks,3010,Norway,N,NOK,304.31,N,N,N,ND,N,N,N,ND,N,ND,ND,ND,N,N,N,N,N,0.565838396,Pareto Bank ASA (PARBO)
1909,Pareto Bank ASA,PARBO,2020.0,317286.0,NO990906475,NO0010397581,69750,Mid,Financials,Banks,3010,Norway,Y,NOK,350.17,Y,Y,Y,ND,N,Y,Y,ND,N,ND,ND,2,N,N,N,N,N,0.608504846,Pareto Bank ASA (PARBO)
1910,Pareto Bank ASA,PARBO,2021.0,317286.0,NO990906475,NO0010397581,69750,Mid,Financials,Banks*,.,Norway,N,NOK,527.66,Y,N,Y,ND,Y,N,N,ND,N,ND,ND,0,N,N,N,N,Y,0.72025031,Pareto Bank ASA (PARBO)
1911,Pareto Bank ASA,PARBO,2022.0,317286.0,NO990906475,NO0010397581,69750,Mid,Financials,Banks,.,Norway,,NOK,345.5662826,N,N,N,ND,N,N,N,ND,N,ND,ND,4,N,Y,N,N,N,0.806722543,Pareto Bank ASA (PARBO)
1912,PCI Biotech Holding ASA,PCIB,2019.0,289039.0,NO991036393,NO0010405640,6641,Mid,Biotechnology,Healthcare,,Norway,N,NOK,0.95410309,N,N,Y,ND,N,N,N,ND,N,ND,ND,5,N,Y,N,N,N,-0.24177655,PCI Biotech Holding ASA (PCIB)
1913,PCI Biotech Holding ASA,PCIB,2020.0,289039.0,NO991036393,NO0010405640,6641,Mid,Biotechnology,Health Care*,2010*,Norway,N,NOK,0.748491436,N,N,N,ND,N,N,N,ND,N,ND,ND,5,N,N,N,N,N,-0.197078364,PCI Biotech Holding ASA (PCIB)
1914,Spectrum ASA,SPU,2015.0,289210.0,NO992470763,NO0010429145,6645,Mid,Oil & Gas,Oil & Gas,500,Norway,N,USD,100.8,Y,N,N,ND,N,N,N,ND,N,ND,ND,1,N,N,N,N,N,-0.17,Spectrum ASA (SPU)
1915,Spectrum ASA,SPU,2016.0,289210.0,NO992470763,NO0010429145,6645,Mid,Oil & Gas,Oil & Gas,500,Norway,N,USD,82.7,Y,N,N,ND,N,N,N,ND,N,ND,ND,ND,N,N,N,N,N,0.2,Spectrum ASA (SPU)
1916,Spectrum ASA,SPU,2017.0,289210.0,NO992470763,NO0010429145,6645,Mid,Oil & Gas,Oil & Gas,500,United Kingdom,Y,USD,72.4,N,N,N,ND,N,N,N,ND,N,ND,ND,0,N,N,N,N,N,-0.4,Spectrum ASA (SPU)
1917,Polaris Media ASA,POL,2019.0,212827.0,NO992614145,NO0010466022,66640,Mid,Consumer Services,Communication services,4030,Norway,N,NOK,237.9841118,Y,Y,N,63507.6,N,N,N,ND,N,ND,ND,ND,N,Y,N,N,Y,0.294601678,Polaris Media ASA (POL)
1918,Polaris Media ASA,POL,2020.0,212827.0,NO992614145,NO0010466022,66640,Mid,Consumer Services,Media,4030,Norway,N,NOK,357.1791381,Y,Y,Y,69523.2,N,Y,Y,ND,N,ND,ND,8,N,Y,N,N,Y,0.335236392,Polaris Media ASA (POL)
1919,Polaris Media ASA,POL,2021.0,212827.0,NO992614145,NO0010466022,66640,Mid,Consumer Services,Media,4030,Norway,N,NOK,352.692253,Y,Y,Y,71596.8,N,N,N,ND,N,ND,ND,9,N,N,N,N,N,0.3128873,Polaris Media ASA (POL)
1920,Polaris Media ASA,POL,2022.0,212827.0,NO992614145,NO0010466022,66640,Mid,Consumer Services,Media,4030,Norway,,NOK,359.3132307,Y,Y,Y,60548.4,N,Y,Y,ND,N,7.649,32.803,9,N,N,N,N,N,0.097004674,Polaris Media ASA (POL)
1921,Wallenius Wilhelmsen ASA,WAWI,2018.0,295966.0,NO995216604,NO0010571680,67600,Large,Industrials,Goods & Services*,2700*,Norway,Y,USD,3533.043478,Y,Y,Y,ND,N,N,N,ND,N,ND,ND,12,N,N,N,N,N,0.104347826,Wallenius Wilhelmsen ASA (WAWI)
1922,Wallenius Wilhelmsen ASA,WAWI,2019.0,295966.0,NO995216604,NO0010571680,67600,Mid,Industrials,Industrial Goods & Services,5020,Norway,Y,USD,3490.178571,Y,Y,Y,ND,N,N,N,ND,N,4640,ND,13,N,N,N,N,N,0.196428571,Wallenius Wilhelmsen ASA (WAWI)
1923,Wallenius Wilhelmsen ASA,WAWI,2020.0,295966.0,,NO0010571680,67600,Large,Industrials,Industrial Goods & Services,5020,Norway,Y,USD,2641.071429,Y,Y,Y,54753.588,N,N,Y,38.856368,N,3778.748,ND,5,Y,Y,N,Y,Y,-0.607142857,Wallenius Wilhelmsen ASA (WAWI)
1924,Wallenius Wilhelmsen ASA,WAWI,2021.0,295966.0,NO995216604,NO0010571680,67600,Large,Industrials,Industrial Goods & Services,5020,Norway,Y,USD,3467.857143,Y,Y,Y,59976267,N,N,Y,58.3924,Y,4597.491,ND,17,N,Y,Y,Y,N,0.285714286,Wallenius Wilhelmsen ASA (WAWI)
1925,Wallenius Wilhelmsen ASA,WAWI,2017.0,295966.0,NO995216604,NO0010571680,6760,Large,Industrials,Industrial Goods & Services,2700,Norway,Y,USD,2520,Y,Y,Y,ND,N,N,Y,ND,N,5171.3,ND,7,N,Y,N,N,N,0.3,Wallenius Wilhelmsen ASA (WAWI)
1926,Wilh. Wilhelmsen Holding ASA,WWI,2014.0,101836.0,NO995277905,NO0010571698,6759,Large,Industrials,Industrial Goods & Services,2700,Norway,Y,USD,2780.24,Y,Y,Y,ND,N,N,Y,ND,N,1190,44.5,2,Y,Y,N,Y,Y,4.26,Wilh. Wilhelmsen Holding ASA (WWI)
